"userAcceleration.x","userAcceleration.y","userAcceleration.z"
"0.443742","0.009748","0.16188699999999998"
"0.4292","0.012572","0.150478"
"0.22366999999999998","-0.029112","0.16709100000000002"
"0.165706","-0.047659","0.162384"
"0.094941","-0.045834","0.118"
"0.030786","-0.007012999999999999","0.005416"
"0.025052","-0.004726","-0.058772000000000005"
"0.014721000000000001","-0.017612","-0.175858"
"-0.000436","0.005243","-0.231467"
"0.004797999999999999","0.036031","-0.203961"
"0.001628","0.049844","0.004228"
"-0.034933","0.109572","0.105468"
"-0.05335499999999999","0.164191","0.146804"
"0.008754000000000001","0.252917","0.100591"
"0.051551","0.252367","0.12138800000000001"
"-0.009549","0.041766000000000005","0.249477"
"-0.111649","-0.10578499999999999","0.22334400000000001"
"-0.128165","-0.21585900000000002","0.152251"
"-0.097536","-0.191128","0.064568"
"-0.083995","-0.09692","0.00596"
"-0.12842","0.047402","-0.024616"
"-0.136019","0.07445299999999999","0.031697"
"-0.100204","0.15220899999999998","-0.032299"
"0.035754","0.20106500000000002","-0.052123"
"0.133233","0.114728","0.035515"
"0.134218","0.107524","0.111194"
"0.107374","0.063309","0.184078"
"0.072125","-0.03519","0.274729"
"0.009136","-0.128934","0.23134000000000002"
"-0.019644","-0.131385","0.168419"
"-0.037435","-0.119272","0.134053"
"-0.076461","-0.062697","0.075318"
"-0.069927","-6.6e-05","0.026022000000000003"
"-0.07085599999999999","-0.006593000000000001","0.012078"
"-0.051243","-0.020547","0.01312"
"-0.03147","-0.015284","0.027188"
"-0.007935","-0.001497","0.052440999999999995"
"-0.052886","0.013052000000000001","0.072238"
"-0.089472","-0.020733","0.08622200000000001"
"-0.15546500000000002","0.020919999999999998","0.104993"
"-0.144246","0.098588","0.091875"
"-0.129519","0.074397","0.014872"
"-0.143307","0.053045","-0.094944"
"-0.130855","0.007937","-0.191472"
"-0.056405","-0.03605","-0.23186700000000002"
"0.063417","-0.085285","-0.185152"
"0.110234","-0.058747","-0.037117000000000004"
"0.113204","0.043528","0.22938899999999998"
"0.107267","0.061532","0.28539200000000003"
"0.064389","0.064576","0.293114"
"-0.083764","0.048501999999999997","0.040063"
"-0.089058","0.020574000000000002","-0.060205999999999996"
"0.087019","-0.038961","-0.004726"
"0.102773","-0.047543","0.054751"
"0.12406700000000001","-0.058987","0.100799"
"0.141942","-0.018105","0.16399"
"0.142678","-0.004936","0.157573"
"0.136099","-0.00812","0.131389"
"0.169836","0.036086","0.030558999999999996"
"0.159368","0.062029999999999995","-0.009992000000000001"
"0.144148","0.099557","-0.029464999999999998"
"0.082332","0.088768","-0.023512"
"0.032353","0.071301","-0.028067"
"0.021039","0.045177999999999996","-0.032958"
"0.036284","0.029542000000000002","-0.023355"
"0.004314","0.001492","-0.05068"
"0.00257","-0.00487","-0.051744000000000005"
"0.022206","0.007835","-0.02642"
"0.033829000000000005","0.007717","-0.009863"
"0.053212999999999996","0.013803","0.008765"
"0.070466","0.019392","0.01733"
"0.07350599999999999","-0.0020870000000000003","0.021664"
"0.058851","0.004405","0.031479"
"0.055911","0.025291","0.046504000000000004"
"0.025486","0.003207","0.046748000000000005"
"0.015627000000000002","0.00309","0.044051"
"0.009261","-0.005877","0.040437"
"0.010279","-0.012726000000000001","0.031731999999999996"
"0.013347","0.0030329999999999997","0.025774000000000002"
"0.000534","0.01524","0.002175"
"-0.007442","-0.000732","-0.007853"
"-0.023429","0.001407","-0.026966000000000004"
"-0.035686","0.0038079999999999998","-0.026711000000000002"
"-0.017303","-0.005129","-0.021687"
"-0.05923099999999999","0.013541","-0.049253"
"-0.030817","-0.013518","-0.05820499999999999"
"-0.027739","-0.005991","-0.090726"
"-0.023071","0.019926","-0.132727"
"-0.0146","0.03928","-0.17131300000000002"
"0.000226","0.038727","-0.18848800000000002"
"0.010931","0.038886000000000004","-0.199625"
"0.046175","0.034291","-0.21735500000000002"
"0.15801300000000001","0.14824500000000002","-0.16289"
"0.144602","0.19022999999999998","-0.13889200000000002"
"0.108083","0.196685","-0.086161"
"0.011945","0.11638399999999999","-0.048327999999999996"
"-0.056138","0.071147","0.000536"
"-0.108528","0.048936","0.018785"
"-0.11885","0.019587","0.046216"
"-0.188969","-0.047777","0.065463"
"-0.224635","-0.088587","0.021865"
"-0.096675","-0.056965999999999996","0.065116"
"0.018068","0.09664","0.165377"
"0.142652","0.22349699999999997","0.131098"
"0.183125","0.22989400000000002","0.150513"
"0.086997","0.08843","0.127959"
"0.008272","0.048851","0.12015"
"-0.024455","-0.016755000000000003","0.12620599999999998"
"-0.018143","-0.036917","0.139511"
"-0.025213","-0.026982","0.130939"
"-0.032833","-0.053621","0.117405"
"-0.010863","-0.080419","0.091522"
"-0.013165000000000001","-0.112651","0.061603"
"-0.031243","-0.11543599999999998","0.046647"
"-0.030869999999999998","-0.11683099999999999","0.057879999999999994"
"-0.04363","-0.152317","0.042689"
"-0.062898","-0.21024099999999998","-0.021622"
"-0.07149","-0.20809299999999997","-0.058869000000000005"
"-0.031573000000000004","-0.134434","-0.149534"
"-0.033722","0.09738","-0.29845900000000003"
"-0.044728","0.127572","-0.331743"
"-0.108868","0.050961","-0.390054"
"-0.07142799999999999","-0.053292","-0.348421"
"0.059209000000000005","-0.041811","-0.153265"
"0.059079","0.095154","0.127821"
"0.09994","0.16911099999999998","0.427647"
"0.078375","0.022629","0.5822510000000001"
"-0.040062","-0.023593","0.29794699999999996"
"0.087315","-0.001834","0.009978"
"0.182053","-0.015577","0.00587"
"0.240294","-0.002018","0.08654099999999999"
"0.137439","0.002722","0.13333699999999998"
"0.038422000000000005","0.016643","0.224093"
"0.070046","0.034237000000000004","0.207686"
"0.11876300000000001","0.105603","0.15218900000000002"
"0.16068","0.15143800000000002","0.036432"
"0.189324","0.09302200000000001","-0.022376"
"0.104171","0.037047000000000004","-0.027568000000000002"
"0.090061","0.020624","-0.018983"
"0.07892","-0.025602","0.018391"
"0.074304","-0.040768","0.015612000000000001"
"0.081955","-0.051352999999999996","-0.009548000000000001"
"0.024968999999999998","-0.058898","0.00845"
"0.014721000000000001","-0.05661","0.009125"
"0.007587000000000001","-0.067751","-0.009332"
"0.015937","-0.061943","-0.079211"
"0.019881","-0.044273","-0.12139000000000001"
"0.048585","0.000571","-0.20752600000000002"
"0.083353","0.060775","-0.337359"
"0.081051","0.060976","-0.342914"
"-0.0020399999999999997","0.138402","-0.202511"
"-0.14722000000000002","0.25865900000000003","-0.06969199999999999"
"-0.303199","0.284117","-0.013478"
"-0.31365","0.155405","-0.014011000000000001"
"-0.21576399999999998","0.040875","-0.050573"
"-0.158506","0.083972","0.040764999999999996"
"-0.230219","0.255915","0.255517"
"-0.33566","0.376632","0.410761"
"-0.300286","0.293933","0.164849"
"-0.069186","0.190615","0.158903"
"0.11755299999999999","0.205269","0.259818"
"0.056680999999999995","0.17235899999999998","0.177343"
"-0.028404000000000002","-0.054934000000000004","0.235538"
"-0.076964","-0.11321600000000001","0.229446"
"-0.009928","-0.19531099999999998","0.240835"
"0.045197","-0.294672","0.24535500000000002"
"0.063303","-0.321425","0.260776"
"0.08976100000000001","-0.283364","0.256794"
"0.10104400000000001","-0.278099","0.238708"
"0.086788","-0.27708699999999997","0.174512"
"0.029498000000000003","-0.33028","0.10485499999999999"
"-0.047087000000000004","-0.3696","-0.003662"
"-0.066433","-0.35034","-0.102346"
"-0.08469700000000001","-0.262853","-0.21273000000000003"
"-0.15923900000000002","-0.14441400000000001","-0.32250999999999996"
"-0.331891","0.10489100000000001","-0.48523299999999997"
"-0.27481","0.624324","-0.607758"
"-0.296933","0.599206","-0.5292899999999999"
"-0.45964499999999997","0.404754","-0.389257"
"-0.6293300000000001","0.6203","-0.175598"
"-0.47920799999999997","0.8697389999999999","0.051321000000000006"
"-0.135134","0.543639","0.362168"
"0.35022800000000004","-0.736969","0.32164"
"0.241396","-0.83135","0.404552"
"0.208166","-0.350943","0.579831"
"0.290107","-0.013565","0.398556"
"0.23783","0.44517799999999996","0.018574"
"0.260321","0.399366","-0.044787"
"0.031459","-0.028033999999999996","0.32806399999999997"
"-0.122748","-0.1537","0.351495"
"-0.18625","-0.046507","0.052825"
"-0.07798200000000001","0.12451300000000001","-0.024355"
"-0.012707","0.110632","0.018972"
"0.087854","-0.09831000000000001","0.204178"
"0.114995","-0.140289","0.308797"
"0.06626599999999999","-0.07409400000000001","0.287041"
"-0.012014","0.001887","0.11856900000000001"
"0.013138","-0.084914","0.085379"
"0.03077","-0.09596299999999999","0.0539"
"0.055810000000000005","-0.13938399999999998","0.08337"
"0.011606","-0.10603800000000001","0.107752"
"0.023829","-0.077285","0.06759"
"-0.023014","-0.022597","0.045075"
"-0.015658000000000002","0.051639","-0.156143"
"-0.034232","0.036328","-0.363106"
"-0.069515","0.081884","-0.419774"
"-0.026036","0.13076400000000002","-0.377728"
"-0.075254","0.20682899999999999","-0.380875"
"-0.128379","0.226411","-0.40941700000000003"
"-0.177563","0.181773","-0.322702"
"-0.191474","0.146748","-0.344041"
"-0.092586","0.142782","-0.45452700000000007"
"0.055781","0.302958","-0.223322"
"-0.038396","0.5105609999999999","0.084107"
"-0.250608","0.50536","0.141585"
"-0.557243","0.157132","0.09022100000000001"
"-0.581106","0.132975","0.535313"
"-0.301885","0.26721500000000004","0.41794799999999993"
"0.004092","0.417192","0.184697"
"0.161897","0.553869","0.106503"
"-0.003141","0.357232","-0.078293"
"-0.173325","-0.057651999999999995","0.020640000000000002"
"-0.075552","-0.15912300000000001","0.25244"
"0.027344","-0.172494","0.386284"
"0.089912","-0.192942","0.393124"
"0.094943","-0.255472","0.320092"
"0.070582","-0.322268","0.276591"
"0.059416","-0.456399","0.25992600000000005"
"0.081568","-0.376643","0.285414"
"0.019586000000000003","-0.44676899999999997","0.19131700000000001"
"-0.023408","-0.539032","0.146696"
"-0.06855","-0.535821","0.034874"
"-0.023882","-0.511912","-0.122267"
"-0.028594","-0.412788","-0.230318"
"-0.235698","-0.098499","-0.455113"
"-0.33165900000000004","1.006477","-0.701212"
"-0.367404","1.314864","-0.526605"
