"userAcceleration.x","userAcceleration.y","userAcceleration.z"
"-0.028288999999999998","-0.0036659999999999996","0.03338"
"-0.036972000000000005","0.008211","0.002424"
"-0.032312","0.012643999999999999","0.007943"
"-0.030126999999999998","0.019814","0.010273000000000001"
"-0.024483","0.028702999999999996","-0.008559"
"-0.018596","0.036687","0.00020099999999999998"
"-0.0035039999999999997","0.0023510000000000002","0.016826"
"0.013366999999999999","-0.0026420000000000003","0.004614"
"0.017649","-0.009807","-0.006705"
"0.016568","-0.00293","-0.015621000000000001"
"-0.005335","0.001158","-0.027051"
"-0.013011000000000002","0.014884999999999999","-0.030757"
"-0.009082","0.019816","-0.033919"
"-0.011764","0.004001","-0.018141"
"-0.008855","0.00877","-0.012443000000000001"
"-0.008544","0.016707","-0.004561"
"-0.001126","0.01004","-0.004847"
"-0.003751","0.017567","0.009216"
"-0.006000999999999999","0.007459","0.004323"
"0.002798","-0.004911","-0.0024059999999999997"
"0.009927","-0.003019","-0.0045579999999999996"
"0.013269","0.012109","-0.00013700000000000002"
"0.004635","0.017958000000000002","0.009984999999999999"
"0.0035909999999999996","0.026775999999999998","0.025619"
"0.023028","0.031580000000000004","0.019144"
"0.029269999999999997","0.020599","0.024393"
"0.017811","0.00313","0.037273"
"0.004634","0.011872","0.048001999999999996"
"-0.0008460000000000001","-0.006514","0.066227"
"0.000147","-0.011664","0.077007"
"-0.000824","-0.011008","0.078151"
"-0.011566","0.0021420000000000002","0.073518"
"-0.000502","0.0021780000000000002","0.054280999999999996"
"0.0041340000000000005","0.002663","0.05413099999999999"
"0.012931","0.003786","0.049775"
"0.012151","0.020316","0.031205"
"0.012117000000000001","0.023125","0.029518"
"0.024319999999999998","0.019457","0.014743000000000001"
"0.08593300000000001","0.011379","1e-06"
"0.095336","0.014541","0.002321"
"0.090029","0.00186","0.014843"
"0.050306000000000003","-0.008275","0.047144"
"0.033097","-0.015526","0.073133"
"-0.033232","-0.017518000000000002","0.088477"
"-0.091697","-0.009167","0.083091"
"-0.11486199999999999","-0.022940000000000002","0.085762"
"-0.11437","-0.015375999999999999","0.07674700000000001"
"-0.116487","-0.006335","0.072198"
"-0.111671","0.008223000000000001","0.054644000000000005"
"-0.10583900000000002","0.00683","0.043873"
"-0.074753","0.000449","0.029887999999999998"
"-0.068875","-0.003331","0.02889"
"-0.06035700000000001","0.038691","0.005598"
"-0.071646","0.043279000000000005","-0.019546"
"-0.054678","0.036538","-0.025776"
"-0.038553","0.027472000000000003","-0.093445"
"-0.037551999999999995","0.036378","-0.130504"
"-0.026167000000000003","0.044742000000000004","-0.160162"
"-0.005344","0.038129","-0.160003"
"-0.011005","0.019775","-0.15600899999999998"
"-0.013815000000000001","-0.002566","-0.141158"
"-0.039544","-0.011072","-0.137272"
"-0.018768","-0.038678","-0.126382"
"0.000797","-0.04487","-0.12168599999999999"
"0.023459","-0.07658999999999999","-0.152526"
"0.073351","-0.06975","-0.133524"
"0.087296","-0.05745700000000001","-0.10304400000000001"
"0.019931","-0.079715","-0.076788"
"-0.087818","-0.14011600000000002","-0.020488"
"-0.058790999999999996","-0.05583","0.015106"
"-0.026001999999999997","-0.023948","0.052126"
"-0.086547","-0.015353","0.043705"
"-0.115345","-0.006187","0.019869"
"-0.129776","0.0072180000000000005","-0.024193"
"-0.10208400000000001","0.001599","-0.07720199999999999"
"-0.082091","0.004852","-0.11731"
"-0.046635","0.0475","-0.13348800000000002"
"0.008583","0.069084","-0.135023"
"0.050695","0.042533999999999995","-0.121261"
"0.067125","0.01786","-0.101625"
"0.056329","0.002908","-0.064354"
"0.050212","0.000363","-0.054515999999999995"
"0.033039","0.004686","-0.021159999999999998"
"0.008033","0.002984","0.00040199999999999996"
"-0.012466","0.002176","0.016495"
"-0.030462","0.000522","0.024412"
"-0.056042999999999996","-0.003393","0.036605"
"-0.060899","-0.028017","0.046833"
"-0.058023000000000005","-0.020055","0.044166000000000004"
"-0.045895","-0.027669","0.043153"
"-0.056565","-0.01466","0.057562999999999996"
"-0.041154","0.0051990000000000005","0.06316000000000001"
"-0.021752","0.012048","0.05701900000000001"
"-0.025325","0.030394","0.053578999999999995"
"-0.040458999999999995","0.066447","0.066571"
"-0.076843","0.07169199999999999","0.09608799999999999"
"-0.09539700000000001","0.064136","0.080602"
"-0.12233599999999999","0.020843","0.061338"
"-0.085629","-0.037543","0.050661000000000005"
"-0.03814","-0.042511","0.035453"
"0.033476","-0.009323","0.016288999999999998"
"0.071775","-0.014306000000000001","-0.00657"
"0.10255299999999999","-0.022161","-0.028082999999999997"
"0.17693499999999998","0.021089","-0.044349"
"0.176708","0.041114","-0.029868000000000002"
"0.164516","0.050436","-0.04022"
"0.11823099999999999","0.021299000000000002","-0.05996900000000001"
"0.116781","-0.023585","-0.077813"
"0.10473299999999999","-0.035498","-0.077538"
"0.086702","-0.000824","0.007161"
"0.068257","0.006911","0.030032"
"0.056398000000000004","0.011890999999999999","0.030066000000000002"
"0.044795","0.0037920000000000002","0.02528"
"0.058653","0.0006889999999999999","0.053925"
"0.06237","-0.001657","0.06112000000000001"
"0.078373","0.004933","0.030472000000000003"
"0.06526599999999999","0.017478999999999998","0.016459"
"0.062030999999999996","0.025555","0.023778999999999998"
"0.057408","0.029912","0.028170999999999998"
"0.03752","0.012079000000000001","0.023243"
"0.036412","0.005956","0.021672999999999998"
"0.047522","0.012288","0.022831"
"0.058585000000000005","0.0055119999999999995","0.019811000000000002"
"0.068677","0.001199","0.030652"
"0.06916900000000001","0.018581999999999998","0.041643"
"0.054265","0.017292","0.054687"
"0.028014999999999998","0.010447","0.062836"
"0.0019140000000000001","-0.007672","0.07256900000000001"
"0.002241","-0.015679","0.07456900000000001"
"0.0064010000000000004","-0.009179000000000001","0.065812"
"0.015304","-0.0070599999999999994","0.062842"
"0.024694999999999998","0.000593","0.047559"
"0.032688","-0.002368","0.039566000000000004"
"0.022401","0.010046","0.037153"
"0.010125","0.01314","0.040772"
"-0.015165000000000001","0.014915000000000001","0.037802999999999996"
"-0.016215","0.038695","0.041982"
"-0.01731","0.032099","0.059858"
"-0.039591","0.03947","0.075706"
"-0.04258","0.027339","0.082506"
"-0.056271","-0.0189","0.101217"
"-0.047327","-0.025845999999999997","0.11496500000000001"
"-0.020622","0.009864","0.12103399999999999"
"-0.00010800000000000001","0.021965000000000002","0.119719"
"0.022026","0.024906","0.072238"
"0.029035000000000002","0.0075829999999999995","0.038782"
"0.020861","-0.011396","0.041949"
"0.004927","-0.009272","0.03646"
"-0.031389","-0.020995","0.042601"
"-0.050332","-0.023693000000000002","0.040243"
"-0.08526900000000001","-0.001913","0.041092000000000004"
"-0.103913","0.022349","-0.013268"
"-0.10974300000000001","0.016594","-0.034366"
"-0.106323","0.004855","-0.057282000000000007"
"-0.108832","-0.018963","-0.137759"
"-0.13025699999999998","0.011234000000000001","-0.127917"
"-0.13533900000000001","0.034151","-0.125675"
"-0.126341","0.014913","-0.118557"
"-0.103881","0.008147","-0.104715"
"-0.088961","0.005644","-0.09086"
"-0.056451","-0.009787","-0.076959"
"-0.001552","-0.032667","-0.083018"
"0.011331","-0.037413999999999996","-0.090179"
"0.030116000000000004","-0.048895","-0.096215"
"0.041748","-0.047425","-0.08395599999999999"
"0.020914","-0.036946","-0.06878200000000001"
"0.006515000000000001","-0.022174","-0.040713"
"-0.023468","-0.013309","-0.029457999999999998"
"-0.041953","-0.015934999999999998","-0.022159"
"-0.060615999999999996","-0.026358","-0.020406999999999998"
"-0.067511","-0.029383","-0.027625"
"-0.0765","-0.03322","-0.027986"
"-0.07223099999999999","-0.037447","-0.019486"
"-0.06412799999999999","-0.052748","-0.009713"
"-0.047668","-0.074643","0.0077859999999999995"
"-0.02998","-0.045042","0.010467"
"-0.015034","-0.024436000000000003","0.016274"
"-0.018254","-0.008168","0.026663"
"-0.031159","0.008627","0.013952"
"-0.040772","0.015611000000000002","-0.000178"
"-0.049157","0.026251","-0.014979"
"-0.053613","0.045461","-0.049346"
"-0.054773","0.069734","-0.055924"
"-0.06437000000000001","0.060525","-0.049565"
"-0.076089","0.064524","-0.07499"
"-0.054252","0.048478","-0.078"
"-0.042379","0.017453","-0.013865"
